Identifiant Museofile;Region administrative;Commune;Nom officiel du musee;Adresse;URL;Latitude;Longitude
M0967;Auvergne-Rhone-Alpes;Lochieu;musee du Bugey-Valromey;3 rue Centrale;patrimoines.ain.fr/n/musee-du-bugey-valromey/n:970;45,930633;5,727664
M0964;Auvergne-Rhone-Alpes;Bourg-en-Bresse;musees des pays de l'Ain;34, rue General Delestraint;www.ain.fr/solutions-services-infos-pratiques/culture-patrimoine/visiter-musees/;46,196543;5,219217
M0965;Auvergne-Rhone-Alpes;Briord;musee de la societe d'histoire et d'archeologie;;patrimoines.ain.fr/n/musee-d-archeologie-de-briord/n:1165;45,781653;5,458569
M0971;Auvergne-Rhone-Alpes;Pont-de-Vaux;musee Chintreuil;66 rue Marechal de Lattre-de-Tassigny;www.musee-chintreuil.com/;46,430076;4,938125
M0974;Auvergne-Rhone-Alpes;Seyssel;musee du bois;place de la Republique;;45,959038;5,831489
M0966;Auvergne-Rhone-Alpes;Izernore;musee archeologique;Place de l'Eglise;www.archeologie-izernore.com/pages/musee_historique.htm;46,219853;5,555588
M0968;Auvergne-Rhone-Alpes;Nantua;musee de la resistance et de la deportation de l'Ain;3 montee de l'abbaye;patrimoines.ain.fr/n/musee-de-la-resistance-et-de-la-deportation/n:809;46,152378;5,608744
M0970;Auvergne-Rhone-Alpes;Perouges;musee du vieux Perouges;place du Tilleul;;45,903299;5,179502
M0973;Auvergne-Rhone-Alpes;Saint-Paul-de-Varax;musee Louis Jourdan;place Louis-Jourdan;www.mairie-saintpauldevarax.fr/fr/information/35728/musee-louis-jourdan;46,098973;5,129264
M0975;Auvergne-Rhone-Alpes;Treffort-Cuisiat;musee du Revermont;40 rue Principale;patrimoines.ain.fr/n/musee-du-revermont/n:811;46,209952;5,243955
M1082;Auvergne-Rhone-Alpes;Villars-les-Dombes;musee de la Dombes;34 rue du General-Delestraint;www.museedeladombes.fr/;46,005784;5,032151
M0963;Auvergne-Rhone-Alpes;Bourg-en-Bresse;musee de Brou;63 boulevard de Brou;www.monastere-de-brou.fr/#;46,196549;5,236521
M0969;Auvergne-Rhone-Alpes;Oyonnax;musee du peigne et de la plasturgie;Place Georges Pompidou;www.oyonnax.fr/mes-loisirs/culture/musee-du-peigne-et-de-la-plasturgie/;46,26101938;5,648075547
M0972;Auvergne-Rhone-Alpes;Saint-Cyr-sur-Menthon;musee de la Bresse - domaine des Planons;987 chemin des Seiglieres;patrimoines.ain.fr/n/domaine-des-saveurs-les-planons/n:810;46,282489;4,986729
M0109;Auvergne-Rhone-Alpes;Vichy;musee des arts africains et asiatiques (maison du missionnaire);16, avenue Thermale;musee-aaa.com/;46,128104;3,419803
M0108;Auvergne-Rhone-Alpes;Souvigny;musee Saint-Marc;place Aristide Briand;www.ville-souvigny.com/Musee/index.html;46,534866;3,192356
M0101;Auvergne-Rhone-Alpes;Beaulon;musee rural de la Sologne bourbonnaise;11 route du donjon;association-csb.fr/musee/;46,466871;3,748142
M0103;Auvergne-Rhone-Alpes;Gannat;musee municipal;Esplanade Pierre Roch Jurien de la Graviere;www.ville-gannat.fr/-Musee-.html;46,10177624;3,196513714
M0104;Auvergne-Rhone-Alpes;Montluçon;musee des musiques populaires (vieux chateau);3 rue Notre Dame;www.mupop.fr/;46,341009;2,605724
M0102;Auvergne-Rhone-Alpes;Cerilly;musee Charles-Louis Philippe;5 rue Charles-Louis-Philippe;musees-bourbonnais.fr/musees/maison-musee-charles-louis-philippe/;46,617913;2,823245
M0106;Auvergne-Rhone-Alpes;Moulins;musee Anne de Beaujeu;Pavillon Anne de Beaujeu. Place du Colonel Laussedat;musees.allier.fr/410-presentation.htm;46,56707;3,331218
M0107;Auvergne-Rhone-Alpes;Neris-les-Bains;musee gallo-romain;4, rue Monthyon;www.ot-neris-les-bains.fr/decouvrir/au-fil-du-temps/musee-gallo-romain/;46,287552;2,662598
M5083;Auvergne-Rhone-Alpes;Moulins-sur-Allier;Centre national du costume de scene et de la scenographie;Quartier Villars;www.cncs.fr/;46,560973;3,335798
M0979;Auvergne-Rhone-Alpes;Serrieres;musee de la batellerie du Rhone;154 rue Auguste Vincent;www.serrieres.fr/Musee-des-Mariniers-et-de-la;45,317802;4,763253
M7058;Auvergne-Rhone-Alpes;Privas;musee de la terre ardechoise;2 place des Recollets;;44,735836;4,594922
M0978;Auvergne-Rhone-Alpes;Orgnac-l'Aven;Cite de prehistoire;Site de l'aven d'Orgnac;www.orgnac.com/;44,310413;4,425665
M0981;Auvergne-Rhone-Alpes;Tournon-sur-Rhone;musee du Rhone;14, place Auguste Faure;www.chateaumusee-tournon.com/;45,067938;4,831838
M0976;Auvergne-Rhone-Alpes;Annonay;musee vivarois Cesar Filhol;15 rue Jean-Baptiste Bechetoille;www.mairie-annonay.fr/Musee-Cesar-Filhol.html;45,240803;4,668129
M0980;Auvergne-Rhone-Alpes;Soyons;musee archeologique;Place de la deesse Soïo;www.grottes-musee-soyons.fr/;44,887803;4,850777
M0977;Auvergne-Rhone-Alpes;Les Vans;musee regional;;www.les-vans.fr/vivre-ici/structures-culturelles/musee/;44,404332;4,131418
M1174;Auvergne-Rhone-Alpes;Alba-la-Romaine;museAL musee departemental archeologique;Quartier St Pierre - RD 107;www.museal.ardeche.fr/;44,561507;4,592008
M0114;Auvergne-Rhone-Alpes;Saint-Flour;musee Alfred Douët;17, place d'Armes;www.saint-flour.net/sortir/musee-art-et-histoire-alfred-douet/;45,034016;3,095067
M7018;Auvergne-Rhone-Alpes;Aurillac;musee des sciences;Chateau Saint-Etienne;musees.aurillac.fr/;44,932919;2,444912
M0110;Auvergne-Rhone-Alpes;Aurillac;musee d'art et d'archeologie;37 rue des Carmes;musees.aurillac.fr/;44,925394;2,441947
M0112;Auvergne-Rhone-Alpes;Ruynes-en-Margeride;ecomusee de la Margeride;Bureau de tourisme;ecomuseedemargeride.fr/;45,000522;3,224427
M0113;Auvergne-Rhone-Alpes;Saint-Flour;musee de la Haute Auvergne;24 rue Sorel, apt 9;www.saint-flour.net/sortir/musee-de-la-haute-auvergne/;45,0343;3,092979
M0987;Auvergne-Rhone-Alpes;Saint-Paul-Trois-Chateaux;musee archeologique;Place Castellane;www.musat.fr/;44,349149;4,768163
M0983;Auvergne-Rhone-Alpes;Grignan;musee departemental du chateau;Le village;www.chateaux-ladrome.fr/fr/;44,439013;4,873189
M0986;Auvergne-Rhone-Alpes;Romans;musee de la chaussure;Rue Bistour;www.museedelachaussure.fr/;45,0431;5,055376
M0982;Auvergne-Rhone-Alpes;Die;musee d'histoire et d'archeologie;11 rue Camille Buffardel;www.museededie.org/;44,75504;5,369785
M0984;Auvergne-Rhone-Alpes;Montelimar;musee du chateau des Adhemar;19 rue Pierre Julien;www.chateaux-ladrome.fr/fr/;44,556294;4,750056
M0985;Auvergne-Rhone-Alpes;Mours-Saint-Eusebe;musee d'art sacre;5 place Elisee Monteil;www.mourssainteusebe.fr/un-village-qui-bouge/le-musee-darts-sacres;45,07091;5,052549
M0988;Auvergne-Rhone-Alpes;Valence;musee des beaux-arts;4 place des Ormeaux;www.museedevalence.fr/;44,931125;4,889563
M0989;Auvergne-Rhone-Alpes;Vassieux-en-Vercors;musee du site prehistorique;L'Hale;www.parc-du-vercors.fr/prehistoire/home;44,865703;5,357302
M0117;Auvergne-Rhone-Alpes;Retournac;musee des manufactures de dentelles;14 Avenue de la Gare;www.ville-retournac.fr/musee-des-manufactures-de-dentelles-mairie-retournac-43_fr.html;45,202566;4,035268
M0118;Auvergne-Rhone-Alpes;Saint-Arcons-d'Allier;musee de la ferblanterie;;;45,067807;3,548896
M0116;Auvergne-Rhone-Alpes;Le Puy-en-Velay;musee Crozatier;Jardin Henri Vinay;www.musee.patrimoine.lepuyenvelay.fr/;45,03866738;3,883456073
M7031;Auvergne-Rhone-Alpes;Chilhac;musee de paleontologie;Place de l'Eglise;www.museechilhac.com;45,148133;3,402324
M0115;Auvergne-Rhone-Alpes;Lavaudieu;musee des arts et traditions populaires;Musee ATP;www.auvergnevacances.com/marque_blanche/brioude-activite/detail/visiter-auvergne/musee-des-arts-et-traditions-populaires-de-la-haute-loire-lavaudieu/;45,275033;3,434883
M1053;Auvergne-Rhone-Alpes;Chamonix;musee alpin;89 avenue Michel Croz;musee-alpin-chamonix.fr/fr/infos-pratiques;45,923429;6,871049
M1056;Auvergne-Rhone-Alpes;Thones;musee des Vallees de Thones;2 rue Blanche;www.mairie-thones.fr/fr/information/102186/espace-museal;45,881618;6,324161
M1054;Auvergne-Rhone-Alpes;Lovagny;musee Leon Mares;60 allee du chateau;www.chateaudemontrottier.com/;45,89818;6,040579
M1055;Auvergne-Rhone-Alpes;Rumilly;musee de Rumilly et de l'Albanais;5 Place de la Manufacture;www.mairie-rumilly74.fr/vos-services-publics/culture/notre-histoire-musee-de-rumilly/;45,861683;5,947732
M1057;Auvergne-Rhone-Alpes;Thonon-les-Bains;musee du Chablais;Square Eberbach;www.thononlesbains.com/patrimoine-culturel/musee-du-chablais-thonon-les-bains/;46,37487;6,48177
M1052;Auvergne-Rhone-Alpes;Annecy;musee-chateau;Place du chateau;musees.annecy.fr/;45,897263;6,124916
M0990;Auvergne-Rhone-Alpes;Aoste;musee des antiquites gallo-romaines;43 place du musee;www.mairie-aoste.org/newpage1;45,587605;5,60661
M0995;Auvergne-Rhone-Alpes;Grenoble;musee Stendhal;20 Grande Rue;www.bm-grenoble.fr/1083-musee-stendhal.htm;45,191481;5,728083
M0999;Auvergne-Rhone-Alpes;Hieres-sur-Ambly;maison du patrimoine;place de l'Eglise;www.hieres-sur-amby.org/index.php?menu=2&ssmenu=51&type=4;45,797246;5,292625
M1006;Auvergne-Rhone-Alpes;Vienne;musee lapidaire Saint-Pierre;place Saint-Pierre;vienne.fr/nos-services/culture/les-musees/;45,523234;4,870694
M1007;Auvergne-Rhone-Alpes;Vienne;musee du cloitre Saint-Andre-le-Bas;place du Jeu de Paume;vienne.fr/nos-services/culture/les-musees/;45,526967;4,873538
M0992;Auvergne-Rhone-Alpes;Echirolles;musee Geo-Charles;1 rue Geo-Charles;www.echirolles.fr/culture-sports-loisirs/expos-et-musees/musee-geo-charles;45,14935;5,699614
M0997;Auvergne-Rhone-Alpes;Grenoble;musee Saint-Laurent;place Saint-Laurent;musees.isere.fr/musee/musee-archeologique-saint-laurent;45,19778;5,731922
M1123;Auvergne-Rhone-Alpes;Allevard-les-Bains;musee Jadis Allevard;Parc des Forges;musees.le-gresivaudan.fr/musee-dallevard-2/;45,39254316;6,077135438
M7038;Auvergne-Rhone-Alpes;Grenoble;museum d'histoire naturelle;1 rue Dolomieu;www.grenoble.fr/1607-museum-de-grenoble.htm;45,188059;5,735163
M0993;Auvergne-Rhone-Alpes;Grand'Maison;conservatoire-musee des industries hydroelectriques;Route du Lac, le Verney;www.musee-edf-hydrelec.com/;45,147612;6,049634
M0994;Auvergne-Rhone-Alpes;Grenoble;musee de Grenoble;5 place Lavalette;www.museedegrenoble.fr/;45,194026;5,732094
M1001;Auvergne-Rhone-Alpes;La Cote-Saint-Andre;musee Hector Berlioz;69 rue de La Republique;musees.isere.fr/musee/musee-hector-berlioz;45,393386;5,261189
M0991;Auvergne-Rhone-Alpes;Bourgoin-Jallieu;musee de Bourgoin-Jallieu;17 rue Victor Hugo;www.bourgoinjallieu.fr/loisirs/culture/musee;45,586588;5,279159
M0998;Auvergne-Rhone-Alpes;Grenoble;musee de la resistance et de la deportation;14 rue Hebert;musees.isere.fr/musee/musee-de-la-resistance-et-de-la-deportation-de-lisere;45,190041;5,735245
M1002;Auvergne-Rhone-Alpes;La Mure;musee du pays matheysin;Rue du Colonel Escallon;lamure.fr/category/culture/equipements-culturels/musee-matheysin;44,904362;5,784427
M1137;Auvergne-Rhone-Alpes;Voiron;musee Mainssieux;7 place Leon Chaloin;html#.YFtE-ZvjLZ4;45,356047;5,579652
M0996;Auvergne-Rhone-Alpes;Grenoble;musee dauphinois;30 rue Maurice Gignoux;musees.isere.fr/musee/musee-dauphinois;45,19518754;5,726944536
M1000;Auvergne-Rhone-Alpes;L'Alpe-d'Huez;maison du patrimoine de l'Oisans;;www.alpedhuez.com/fr/hiver/selections-apidae/famille_plus-20167/musee-dhuez-et-de-loisans/;45,087019;6,068988
M1003;Auvergne-Rhone-Alpes;La Tronche;musee Hebert - d'Uckermann;Chemin Hebert;musees.isere.fr/musee/musee-hebert;45,205613;5,751334
M1004;Auvergne-Rhone-Alpes;Saint-Pierre-de-Chartreuse;musee de la Grande Chartreuse;;www.musee-grande-chartreuse.fr/fr/;45,341728;5,814737
M1005;Auvergne-Rhone-Alpes;Vienne;musee des beaux-arts et d'archeologie;place de Miremont;vienne.fr/nos-services/culture/les-musees/;45,524069;4,87462
M1008;Auvergne-Rhone-Alpes;Vizille;musee departemental de la Revolution française;Domaine de Vizille;musees.isere.fr/musee/domaine-de-vizille-musee-de-la-revolution-francaise;45,08753;5,773234
M1187;Auvergne-Rhone-Alpes;Montferrat (Charavines);musee-parc archeologique du lac de Paladru;Place de l'eglise;www.paysvoironnais.info/musee-archeologique-du-lac-de-paladru/charavines/musee.html#.YFtioJvjLZ4;45,428526;5,51555
M1212;Auvergne-Rhone-Alpes;Vif;musee Champollion;;https://musees.isere.fr/;45,050408;5,6692
M1013;Auvergne-Rhone-Alpes;Estivareilles;musee de l'armee secrete et de la resistance;456 route du musee;estivareilles42.fr/2019/04/11/le-musee/;45,415906;4,010414
M1020;Auvergne-Rhone-Alpes;Roanne;musee Joseph Dechelette;22 rue Anatole France;www.museederoanne.fr/musee-des-beaux-arts-et-d-archeologie-joseph-dechelette-site-officiel-2017.html;46,034953;4,069842
M1023;Auvergne-Rhone-Alpes;Saint-Etienne;musee d'art et d'industrie;2 Place Comte;www.musee-art-industrie.saint-etienne.fr/;45,431538;4,387485
M1024;Auvergne-Rhone-Alpes;Saint-Etienne;musee d'art moderne et contemporain de Saint-Etienne Metropole - musee d'art moderne;La Terrasse;mamc.saint-etienne.fr/fr;45,46964794;4,374526863
M1027;Auvergne-Rhone-Alpes;Saint-Germain-Laval;musee municipal;place de l'Hotel de Ville;;45,830168;4,010608
M1012;Auvergne-Rhone-Alpes;Chazelles-sur-Lyon;musee du chapeau;31 rue Martouret;www.museeduchapeau.com/;45,638304;4,394089
M1029;Auvergne-Rhone-Alpes;Usson-en-Forez;musee rural;Quartier Saint-Joseph Place Alex Folleas;www.ecomusee-usson-en-forez.fr/;45,392445;3,943885
M1009;Auvergne-Rhone-Alpes;Ambierle;musee Alice Taverne;89 rue de la Grye;museealicetaverne.fr/;46,105434;3,896167
M1011;Auvergne-Rhone-Alpes;Charlieu;musee hospitalier;9 boulevard du General Leclerc;musees-de-charlieu.webnode.fr/museehospitalier/;46,160301;4,17052
M1010;Auvergne-Rhone-Alpes;Charlieu;musee de la soierie;9 Boulevard Leclerc;musees-de-charlieu.webnode.fr/;46,160301;4,17052
M1014;Auvergne-Rhone-Alpes;Feurs;musee de Feurs;3 rue Victor de Laprade;www.feurs.org/culture/musee-d-archeologie.html;45,744191;4,219803
M1017;Auvergne-Rhone-Alpes;Montbrison;musee de la Diana;Rue Florimont Robertet;www.ladiana.com;45,60543;4,066822
M1025;Auvergne-Rhone-Alpes;Saint-Etienne;musee de la mine;3 Boulevard Franchet d'Esperey;www.musee-mine.saint-etienne.fr/;45,438944;4,376487
M1016;Auvergne-Rhone-Alpes;Montbrison;musee d'Allard;13 boulevard de la Prefecture;www.ville-montbrison.fr/annuaire/musee-dallard/;45,608241;4,06195
M1018;Auvergne-Rhone-Alpes;Pommiers-en-Forez;musee du vieux Pommiers;Vieux village;;45,830522;4,104776
M1026;Auvergne-Rhone-Alpes;Saint-Etienne-le-Molard;chateau de la Bastie d'Urfe;1061 route de la Batie d'Urfe;www.loire.fr/jcms/c_743949/la-batie-d-urfe;45,728472;4,078512
M1028;Auvergne-Rhone-Alpes;Saint-Just-Saint-Rambert;musee des civilisations : Daniel Pouget;Place Madeleine Rousseau;www.stjust-strambert.fr/sorties-et-loisirs/culture-et-evenements/musee-des-civilisations-daniel-pouget/;45,500657;4,242057
M0128;Auvergne-Rhone-Alpes;Riom;musee regional d'Auvergne;10 bis rue Delille;www.rlv.eu/decouvrir/musees/musee-regional-d-auvergne.html;45,895037;3,116254
M0130;Auvergne-Rhone-Alpes;Volvic;musee Marcel Sahut;2 rue des Ecoles;www.ville-volvic.fr/musee-marcel-sahut;45,872614;3,038881
M0121;Auvergne-Rhone-Alpes;Clermont-Ferrand;musee d'art Roger-Quillot;Place Louis Deteix;www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/marq-musee-dart-roger-quilliot/;45,793027;3,07827
M0123;Auvergne-Rhone-Alpes;Lezoux;musee de ceramique gallo-romaine;39, rue de la Republique;musee-ceramique.puy-de-dome.fr/le-musee.html;45,827628;3,383654
M0124;Auvergne-Rhone-Alpes;Marsac-en-Livradois;musee des penitents blancs;place de l'Eglise;www.vacances-livradois-forez.com/patrimoine-culturel/chapelle-musee-des-penitents-blancs-marsac-en-livradois/;45,478967;3,728534
M0126;Auvergne-Rhone-Alpes;Murol;musee municipal;Chateau de Murol;murolchateau.com/;45,590429;2,921508
M0127;Auvergne-Rhone-Alpes;Riom;musee Francisque Mandet;14, rue de l'Hotel de ville;www.rlv.eu/decouvrir/musees/musee-mandet.html;45,893874;3,116508
M0129;Auvergne-Rhone-Alpes;Thiers;musee municipal de la coutellerie;58 rue de la Coutellerie;ville-thiers.fr/le-musee-de-la-coutellerie/;45,852318;3,548029
M0125;Auvergne-Rhone-Alpes;Mozac;musee lapidaire;place de l'Abbaye;www.ville-mozac.com/La-crypte-et-le-musee-lapidaire.html;45,892133;3,094609
M7032;Auvergne-Rhone-Alpes;Clermont-Ferrand;museum d'histoire naturelle Lecoq;15, rue Bardoux;www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/museum-henri-lecoq/;45,774138;3,088299
M7045;Auvergne-Rhone-Alpes;Menat;musee paleontologique;Place de la Mairie;www.menat.fr/spip.php?article29;46,103652;2,904431
M0119;Auvergne-Rhone-Alpes;Arlanc;musee de la dentelle;53 route nationale;arlanc.fr/accueil/20-le-musee-de-la-dentelle.html;45,414373;3,724421
M0120;Auvergne-Rhone-Alpes;Clermont-Ferrand;musee Bargoin;45, rue Ballainvilliers;www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/musee-bargoin/;45,774229;3,0869
M1031;Auvergne-Rhone-Alpes;Lyon;musee des beaux-arts;20 place des Terreaux;www.mba-lyon.fr/fr;45,767177;4,833576
M1032;Auvergne-Rhone-Alpes;Lyon;musee Gadagne;1 place du Petit College;www.gadagne-lyon.fr/;45,763856;4,827749
M1034;Auvergne-Rhone-Alpes;Lyon;centre d'histoire de la resistance;14 avenue Berthelot;www.chrd.lyon.fr/;45,747037;4,835797
M1036;Auvergne-Rhone-Alpes;Lyon;Lugdunum, musee et theatres romains;17 rue Cleberg;lugdunum.grandlyon.com/fr/;45,760529;4,82004
M1038;Auvergne-Rhone-Alpes;Lyon;musee historique des tissus;34, rue de la Charite;www.museedestissus.fr/;45,753117;4,831633
M1039;Auvergne-Rhone-Alpes;Lyon;musee des hospices civils de Lyon;3 quai des Celestins;www.chu-lyon.fr/fr/musee-des-hcl;45,760912;4,831492
M1040;Auvergne-Rhone-Alpes;Rochetaille-sur-Saone;musee Henri Malartre;645 rue du Musee 69270 Rochetaillee sur Saone;www.musee-malartre.com;45,84492;4,837207
M1140;Auvergne-Rhone-Alpes;Amplepuis;musee Barthelemy-Thimonier;Place de l'Hotel de Ville;musees.ouestrhodanien.fr/musee-barthelemy-thimonnier.html;45,972502;4,331417
M7042;Auvergne-Rhone-Alpes;Lyon;musee des Confluences;86 quai Perrache;www.museedesconfluences.fr/;45,73319;4,818042
M1033;Auvergne-Rhone-Alpes;Lyon;musee d'art contemporain;quai Charles de Gaulle;www.mac-lyon.com/fr;45,784864;4,852921
M1128;Auvergne-Rhone-Alpes;Lyon;musee des sapeurs-pompiers de Lyon;358 avenue de Champagne;museepompiers.com/;45,790491;4,797411
M1127;Auvergne-Rhone-Alpes;Lyon;musee de l'imprimerie et de la communication graphique;13 rue de la Poulaillerie;www.imprimerie.lyon.fr/fr;45,764219;4,834752
M7042;Auvergne-Rhone-Alpes;Lyon;musee Guimet;86 quai Perrache;www.museedesconfluences.fr/;45,73319;4,818042
M1030;Auvergne-Rhone-Alpes;Beaujeu;musee folklorique et des traditions populaires;Place de l'Hotel de Ville;beaujeu.reseaudesvilles.fr/fr/information/97744/musee-marius-audin;46,154524;4,587482
M1037;Auvergne-Rhone-Alpes;Lyon;musee des arts decoratifs;34 rue de la charite;www.museedestissus.fr/;45,75342;4,83153
M1041;Auvergne-Rhone-Alpes;Villefranche-sur-Saone;musee Paul Dini;2 Place Faubert;musee-paul-dini.com/;45,990936;4,721527
M1156;Auvergne-Rhone-Alpes;Saint-Romain-en-Gal;musee archeologique;RD 502;musee-site.rhone.fr/;45.52955632679911;4.8731588394774645
M1185;Auvergne-Rhone-Alpes;Marnand;ecomusee du Haut Beaujolais;570 chemin des pierres plantees;musees.ouestrhodanien.fr/ecomusee-du-haut-beaujolais.html;46,037849;4,315548
M7042;Auvergne-Rhone-Alpes;Lyon;museum d'histoire naturelle;86 quai Perrache;www.museedesconfluences.fr/;45,73319;4,818042
M1046;Auvergne-Rhone-Alpes;Albertville;musee municipal d'Albertville-Conflans;Grande place Conflans;www.albertville.fr/culture/musee-art-histoire/;45,670787;6,397471
M1047;Auvergne-Rhone-Alpes;Bourg-Saint-Maurice;musee du costume;Hauteville-Gondon;;45,597053;6,760997
M1048;Auvergne-Rhone-Alpes;Chambery;musee des beaux-arts;place du Palais de Justice;www.chambery.fr/88-les-musees.htm;45,567896;5,919306
M1050;Auvergne-Rhone-Alpes;Chambery;musee Savoisien;Square de Lannoy de Bissy;www.savoie.fr/web/sw_64583/le-musee-savoisien-poursuit-sa-renovation;45,571174;5,875158
M1051;Auvergne-Rhone-Alpes;Moûtiers;musee de l'academie de la Val d'Isere;23 place Saint-Pierre;academie.sup.fr/;45,483424;6,532778
M1044;Auvergne-Rhone-Alpes;Aix-les-Bains;musee archeologique;Place Maurice Mollard;;45,68863383;5,915600925
M1049;Auvergne-Rhone-Alpes;Chambery;musee des Charmettes;890 Chemin des Charmettes;www.chambery.fr/302-les-charmettes.htm;45,552732;5,93011
M7029;Auvergne-Rhone-Alpes;Chambery;museum d'histoire naturelle;208 avenue de Lyon;;45,563911;5,916266
M1043;Auvergne-Rhone-Alpes;Aime-en-Tarentaise;musee archeologique et mineralogique Pierre Borrione;Montee de Saint Sigismond - Aime;www.la-plagne.com/decouvrir-la-plagne/le-patrimoine/histoire-locale/savoir-faire-histoire-locale/des-pierres-et-des-hommes-espace-archeologique-pierre-borrione;45,559416;6,651415
M1045;Auvergne-Rhone-Alpes;Aix-les-Bains;musee du docteur Faure;10 boulevard des Cotes;www.aixlesbains.fr/fre/culture/museefaure;45,692157;5,915578
M0131;Bourgogne-Franche-Comte;Alise-Sainte-Reine;musee Alesia - centre d'interpretation;1 route des Trois Ormeaux;www.alesia.com/;47,536592;4,469595
M0133;Bourgogne-Franche-Comte;Beaune;musee du vin de Bourgogne;Rue d'Enfer - Rue Paradis;www.beaune.fr/spip.php?rubrique171;47,023618;4,837574
M0135;Bourgogne-Franche-Comte;Buffon;musee de la siderurgie en Bourgogne du Nord;La Grande Forge;www.grandeforgedebuffon.fr/;47,649485;4,260891
M0137;Bourgogne-Franche-Comte;Dijon;musee des beaux-arts;1 place de la Ste Chapelle;beaux-arts.dijon.fr/;47,321356;5,042873
M0147;Bourgogne-Franche-Comte;Semur-en-Auxois;musee municipal;3 Rue Jean-Jacques Collenot;www.facebook.com/museedesemurenauxois/;47,490137;4,336452
M1208;Bourgogne-Franche-Comte;Dijon;musee d'art sacre;15 rue Sainte-Anne;www.dijon.fr/Sortir-Bouger/Musees-Galerie-d-arts-et-expositions/Le-musee-d-art-sacre;47,317559;5,037282
M7035;Bourgogne-Franche-Comte;Dijon;museum d'histoire naturelle;Parc de l'Arquebuse 1 avenue Albert 1er et 14 rue Jehan de Marville;dijon.fr/Sortir-Bouger/Musees-Galerie-d-arts-et-expositions/Le-museum;47,322357;5,025636
M0134;Bourgogne-Franche-Comte;Beaune;musee des beaux-arts;6 boulevard Perpreuil - 19 rue Poterne;www.beaune.fr/culture-et-loisirs/musees/musee-des-beaux-arts/;47,02097;4,839393
M0143;Bourgogne-Franche-Comte;Montbard;musee Buffon;rue du Parc Buffon;www.musee-parc-buffon.fr/;47,62578588;4,336985936
M0136;Bourgogne-Franche-Comte;Chatillon-sur-Seine;musee du Chatillonnais;14 Rue de la Liberation;www.musee-vix.fr/fr/;47,863791;4,574632
M0139;Bourgogne-Franche-Comte;Dijon;musee de la vie bourguignonne;17 rue Sainte-Anne;vie-bourguignonne.dijon.fr/;47,317415;5,037131
M0141;Bourgogne-Franche-Comte;Fixin;musee Noisot;Parc Noisot;www.mairiedefixin.fr/musee-noisot;47,245363;4,962515
M0146;Bourgogne-Franche-Comte;Saulieu;musee François Pompon;3, place du docteur Roclore;saulieu.fr/musee-francois-pompon/#pompon;47,279459;4,229714
M0140;Bourgogne-Franche-Comte;Dijon;musee Rude;8, rue Vaillant;beaux-arts.dijon.fr/;47,32122;5,043978
M1206;Bourgogne-Franche-Comte;Beaune;musee Marey;6 boulevard Perpreuil - 19 rue Poterne;;47,02097;4,839393
M5011;Bourgogne-Franche-Comte;Dijon;musee national Magnin;4, rue des Bons-Enfants;/musee-magnin.fr/;47,320958;5,042189
M0132;Bourgogne-Franche-Comte;Auxonne;musee Bonaparte;Rue du Chateau;www.auxonne.fr/musee-bonaparte;47,190963;5,383768
M0138;Bourgogne-Franche-Comte;Dijon;musee archeologique;5, rue Docteur Maret;archeologie.dijon.fr/;47,321873;5,034107
M0142;Bourgogne-Franche-Comte;Montbard;musee des beaux-arts;rue Piron;;47,624491;4,336901
M0144;Bourgogne-Franche-Comte;Nuits-Saint-Georges;musee municipal;12, rue Camille Rodier;www.ot-nuits-st-georges.fr/accueil/;47,138661;4,950405
M0145;Bourgogne-Franche-Comte;Reulle-Vergy;musee des arts et traditions des Hautes-Cotes;Place de la Fontaine;;47,187026;4,895293
M0332;Bourgogne-Franche-Comte;Besançon;musee des beaux-arts et d'archeologie;1 place de la Revolution - Place du marche;www.mbaa.besancon.fr/;47,240055;6,022938
M0338;Bourgogne-Franche-Comte;Nancray;musee de plein air des maisons comtoises;rue du musee;www.maisons-comtoises.org/;47,242984;6,18963
M0340;Bourgogne-Franche-Comte;Pontarlier;musee municipal;2 place d'Arçon;www.ville-pontarlier.fr/page/activites-et-loisirs/activites-culture/musee-municipal/infos-pratique-2;46,904221;6,354581
M0334;Bourgogne-Franche-Comte;Besançon;musee comtois;2, rue Megevand;www.citadelle.com/fr/le-musee-comtois.html;47,236687;6,022095
M0335;Bourgogne-Franche-Comte;Besançon;musee de la resistance et de la deportation;99 rue des Fusilles;www.citadelle.com/fr/le-musee-de-la-resistance-et-de-la-deportation.html;47,22933848;6,035236609
M0337;Bourgogne-Franche-Comte;Montbeliard;musee du chateau;Cour du Chateau;www.montbeliard.fr/mes-sorties-mes-activites/musees-de-montbeliard.html;47,5095298;6,800857556
M7011;Bourgogne-Franche-Comte;Besançon;museum d'histoire naturelle;2, rue Megevand;www.citadelle.com/fr/museum-espaces-animaliers.html;47,236687;6,022095
M0339;Bourgogne-Franche-Comte;Ornans;musee Gustave Courbet;Place Robert Fernier;www.musee-courbet.fr/;47,104874;6,147697
